location,year,month,disaster_type,prob_ACCIDENT,prob_COLLAPSE,prob_COMERCIAL FIRE,prob_DISASTER_TYPE,prob_DROWN,prob_DROWNING,prob_EPIDEMIC,prob_EXPLOSION,prob_FIRE,prob_FLOOD,prob_INDUSTRIAL FIRE,prob_LANDSLIDE,prob_LIGHTNING,prob_MAN MADE (BUILDING COLLAPSE),prob_MAN MADE(BUILDING COLLAPSE),prob_MAN_MADE,prob_PEST_INFESTATION,prob_RAIN_STORM,prob_TIDAL_WAVE,prob_WIND_STORM
KOMFREKU,2028,10,MAN_MADE,0.08,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.05,0.24,0.0,0.11,0.16,0.13
ESUMANKROM,2028,10,MAN_MADE,0.06,0.1,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.27,0.0,0.07,0.18,0.14
SHAMA KUMASI,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.03,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.1,0.17,0.0,0.06,0.1,0.15
AMISSAHKROM,2028,10,TIDAL_WAVE,0.02,0.09,0.0,0.0,0.01,0.0,0.03,0.04,0.03,0.13,0.0,0.01,0.0,0.0,0.02,0.14,0.0,0.13,0.18,0.17
UPPER INCHABAN,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.05,0.1,0.0,0.05,0.0,0.01,0.08,0.17,0.0,0.05,0.1,0.15
LOWER INCHABAN,2028,10,MAN_MADE,0.09,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.06,0.23,0.0,0.11,0.15,0.13
NEW DABOASE JUNCTION,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.03,0.0,0.01,0.03,0.08,0.0,0.02,0.0,0.0,0.07,0.2,0.0,0.12,0.13,0.12
NKAKEM,2028,10,MAN_MADE,0.1,0.04,0.0,0.0,0.02,0.04,0.0,0.0,0.04,0.07,0.0,0.02,0.0,0.0,0.12,0.2,0.0,0.12,0.13,0.1
AGYAN,2028,10,TIDAL_WAVE,0.02,0.08,0.0,0.0,0.01,0.0,0.02,0.04,0.03,0.16,0.01,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.17,0.15
"DUALE,AJOMORO,SIKA NYEASEM,AVREBO,NUABESA,GWIRA-BANSO,BAMIANKOR,SENTUM",2028,10,MAN_MADE,0.05,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.04,0.26,0.0,0.08,0.18,0.15
"AVREBO,GWIRA BANSO,NUABESA",2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.09,0.0,0.01,0.0,0.0,0.02,0.19,0.0,0.11,0.18,0.19
"DUALE,KUTUKROM,BAMIANKOR",2028,10,MAN_MADE,0.05,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.04,0.26,0.0,0.08,0.18,0.15
"SENTUM,GWIRA ESIAM,",2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.1,0.17,0.0,0.07,0.1,0.15
 AJOMORO ESIAM,2028,10,TIDAL_WAVE,0.02,0.07,0.0,0.0,0.01,0.0,0.02,0.04,0.08,0.15,0.01,0.01,0.0,0.0,0.02,0.15,0.0,0.12,0.16,0.14
KAKUSUZO,2028,10,MAN_MADE,0.08,0.07,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.08,0.0,0.01,0.0,0.0,0.05,0.24,0.0,0.11,0.15,0.12
AMANVUMANU,2028,10,TIDAL_WAVE,0.02,0.09,0.0,0.0,0.01,0.0,0.03,0.04,0.03,0.13,0.0,0.01,0.0,0.0,0.02,0.14,0.0,0.13,0.18,0.17
BOKRO,2028,10,MAN_MADE,0.04,0.12,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.25,0.0,0.09,0.19,0.16
SALMA,2028,10,MAN_MADE,0.1,0.04,0.0,0.0,0.02,0.03,0.0,0.0,0.06,0.08,0.0,0.03,0.0,0.0,0.13,0.2,0.0,0.07,0.12,0.12
ADUBRIEM,2028,10,FLOOD,0.02,0.08,0.0,0.0,0.01,0.0,0.02,0.04,0.03,0.17,0.01,0.01,0.0,0.0,0.02,0.14,0.0,0.13,0.17,0.15
AKROPONG,2028,10,MAN_MADE,0.03,0.06,0.0,0.0,0.01,0.0,0.02,0.02,0.02,0.14,0.01,0.0,0.02,0.0,0.02,0.27,0.0,0.15,0.13,0.1
NKAKAA,2028,10,MAN_MADE,0.12,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.03,0.08,0.0,0.04,0.0,0.0,0.1,0.2,0.0,0.11,0.11,0.1
"KWASIKRU,SOMPRE",2028,10,MAN_MADE,0.08,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.05,0.24,0.0,0.11,0.16,0.13
SOMPRE,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.03,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.1,0.17,0.0,0.06,0.1,0.15
DWIFE,2028,10,MAN_MADE,0.05,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.04,0.26,0.0,0.08,0.18,0.15
DABOASE,2028,10,MAN_MADE,0.05,0.11,0.0,0.0,0.01,0.03,0.01,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.04,0.24,0.0,0.09,0.21,0.12
ATIEKU,2028,10,TIDAL_WAVE,0.04,0.09,0.0,0.0,0.01,0.02,0.01,0.0,0.03,0.09,0.0,0.0,0.0,0.0,0.03,0.2,0.0,0.14,0.21,0.13
SUBRI,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.1,0.17,0.0,0.06,0.1,0.16
SEKYEREKROBO,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.11,0.17,0.0,0.06,0.1,0.15
SEKYREADIEMBRA,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.11,0.17,0.0,0.06,0.1,0.15
"HOSPITAL RIDGE,EDUCATION OFFICED,YIRASE,ASUOHYIAM",2028,10,MAN_MADE,0.07,0.09,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.07,0.0,0.01,0.0,0.0,0.04,0.23,0.0,0.09,0.16,0.14
PRESTEA,2028,10,MAN_MADE,0.11,0.04,0.0,0.0,0.02,0.03,0.0,0.0,0.06,0.08,0.0,0.03,0.0,0.0,0.12,0.2,0.0,0.09,0.12,0.1
ABOSO,2028,10,MAN_MADE,0.06,0.06,0.0,0.0,0.01,0.0,0.01,0.02,0.04,0.17,0.01,0.0,0.04,0.0,0.02,0.24,0.0,0.11,0.11,0.1
JUABEN,2028,10,MAN_MADE,0.08,0.07,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.08,0.0,0.01,0.0,0.0,0.05,0.24,0.0,0.1,0.15,0.12
BEPPO,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.22,0.0,0.12,0.18,0.18
HIMAN,2028,10,MAN_MADE,0.07,0.09,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.07,0.0,0.01,0.0,0.0,0.04,0.23,0.0,0.09,0.16,0.14
BOGOSO,2028,10,MAN_MADE,0.04,0.07,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.05,0.0,0.0,0.01,0.0,0.03,0.34,0.0,0.11,0.15,0.16
"JAPA,ASUOJA,KROBO GYEDUA,DOMEABRA,WANTRAM",2028,10,MAN_MADE,0.08,0.07,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.08,0.0,0.01,0.0,0.0,0.05,0.24,0.0,0.1,0.15,0.12
WASSA SAA,2028,10,WIND_STORM,0.15,0.05,0.0,0.0,0.02,0.02,0.0,0.01,0.05,0.1,0.0,0.05,0.0,0.01,0.08,0.15,0.0,0.05,0.1,0.16
South effiakuma estate  ,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.1,0.17,0.0,0.06,0.1,0.16
RAINSTORM,2028,10,MAN_MADE,0.12,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.1,0.19,0.0,0.06,0.1,0.13
WHINDO NEWSITE,2028,10,WIND_STORM,0.15,0.05,0.0,0.0,0.02,0.02,0.0,0.01,0.05,0.1,0.0,0.05,0.0,0.01,0.08,0.15,0.0,0.05,0.1,0.16
ASSAKAE,2028,10,TIDAL_WAVE,0.04,0.1,0.0,0.0,0.01,0.01,0.0,0.01,0.04,0.11,0.0,0.01,0.0,0.0,0.02,0.18,0.0,0.11,0.19,0.17
ANAJI OLD BRIGADE,2028,10,TIDAL_WAVE,0.02,0.09,0.0,0.0,0.01,0.0,0.03,0.05,0.03,0.11,0.0,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.18,0.17
KWESIMINTSIM,2028,10,MAN_MADE,0.07,0.04,0.0,0.01,0.02,0.06,0.01,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.07,0.23,0.0,0.11,0.15,0.13
APREMDO TOWN,2028,10,TIDAL_WAVE,0.04,0.09,0.0,0.0,0.01,0.0,0.0,0.05,0.03,0.11,0.0,0.01,0.0,0.0,0.02,0.17,0.0,0.12,0.19,0.16
ABODUAM,2028,10,TIDAL_WAVE,0.02,0.08,0.0,0.0,0.01,0.0,0.02,0.04,0.07,0.15,0.01,0.01,0.0,0.0,0.02,0.15,0.0,0.12,0.16,0.14
AHWIAM,2028,10,TIDAL_WAVE,0.02,0.08,0.0,0.0,0.01,0.0,0.03,0.04,0.03,0.15,0.01,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.17,0.15
ASAWINSO,2028,10,TIDAL_WAVE,0.04,0.1,0.0,0.0,0.01,0.01,0.0,0.04,0.03,0.12,0.0,0.01,0.0,0.0,0.02,0.17,0.0,0.11,0.19,0.15
PEAWUDIE,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.05,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.1
PABOASE,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.05,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.1
FUTA,2028,10,MAN_MADE,0.07,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.24,0.0,0.09,0.17,0.14
"Gyakrom,Afrikrom",2028,10,MAN_MADE,0.07,0.09,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.23,0.0,0.09,0.17,0.14
Susumenelee,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.1,0.17,0.0,0.06,0.1,0.16
New Gyasikrom,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.11
Nyakamam,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.11
Omape,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.05,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.1
YAKASI,2028,10,WIND_STORM,0.15,0.05,0.0,0.0,0.03,0.02,0.0,0.01,0.05,0.1,0.0,0.05,0.0,0.01,0.07,0.15,0.0,0.06,0.09,0.16
"ENCHI,OLD YKASE,NEW YAKASE,BOINSO,OMANYEPE",2028,10,MAN_MADE,0.06,0.1,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.27,0.0,0.07,0.18,0.14
ENCHI,2028,10,MAN_MADE,0.06,0.1,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.27,0.0,0.07,0.18,0.14
OLD YAKASI,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.05,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.1
NEW YAKASI,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.03,0.08,0.0,0.03,0.0,0.0,0.09,0.2,0.0,0.11,0.13,0.11
BOINSO,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.24,0.0,0.1,0.18,0.18
OMANYEPE,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.05,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.1
PROSO,2028,10,MAN_MADE,0.12,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.1,0.19,0.0,0.08,0.1,0.11
KOFIKROM ,2028,10,MAN_MADE,0.08,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.05,0.25,0.0,0.11,0.16,0.12
BOINZAIN,2028,10,MAN_MADE,0.04,0.12,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.25,0.0,0.1,0.18,0.16
JUABOSO,2028,10,MAN_MADE,0.08,0.07,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.08,0.0,0.01,0.0,0.0,0.05,0.24,0.0,0.1,0.15,0.12
ADABOKROM,2028,10,TIDAL_WAVE,0.03,0.08,0.0,0.0,0.01,0.01,0.02,0.02,0.02,0.17,0.01,0.0,0.0,0.0,0.03,0.18,0.0,0.14,0.2,0.08
MISIBA,2028,10,MAN_MADE,0.09,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.08,0.0,0.01,0.0,0.0,0.06,0.22,0.0,0.11,0.15,0.13
AKONTOMBRA,2028,10,TIDAL_WAVE,0.02,0.08,0.0,0.0,0.01,0.0,0.03,0.04,0.03,0.15,0.01,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.16,0.16
AYISAKROM,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.08,0.0,0.01,0.0,0.0,0.02,0.2,0.0,0.11,0.18,0.19
KABIESIE,2028,10,MAN_MADE,0.08,0.07,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.08,0.0,0.01,0.0,0.0,0.05,0.24,0.0,0.11,0.15,0.12
BOPA,2028,10,MAN_MADE,0.04,0.13,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.26,0.0,0.08,0.19,0.15
Adobewura,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.08,0.0,0.01,0.0,0.0,0.02,0.2,0.0,0.11,0.18,0.19
Degede,2028,10,MAN_MADE,0.05,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.04,0.26,0.0,0.08,0.18,0.15
Attakrom,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.08,0.0,0.01,0.0,0.0,0.02,0.21,0.0,0.11,0.18,0.18
Breman,2028,10,MAN_MADE,0.05,0.13,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.25,0.0,0.08,0.2,0.14
HUJIBRE,2028,10,MAN_MADE,0.07,0.09,0.0,0.01,0.02,0.02,0.0,0.01,0.04,0.08,0.0,0.01,0.0,0.0,0.04,0.23,0.0,0.09,0.16,0.13
BEKWAI,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.22,0.0,0.12,0.18,0.18
NKETIESO,2028,10,MAN_MADE,0.12,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.03,0.08,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.11,0.11,0.11
KRAYAWKROM,2028,10,MAN_MADE,0.08,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.05,0.24,0.0,0.11,0.16,0.13
DIXCOVE ,2028,10,MAN_MADE,0.05,0.1,0.0,0.0,0.01,0.03,0.01,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.04,0.25,0.0,0.09,0.21,0.12
KEJABIL,2028,10,MAN_MADE,0.07,0.04,0.0,0.01,0.02,0.06,0.01,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.05,0.25,0.0,0.11,0.17,0.11
ACHOWA,2028,10,FLOOD,0.02,0.08,0.0,0.0,0.01,0.0,0.02,0.04,0.03,0.17,0.01,0.01,0.0,0.0,0.02,0.14,0.0,0.13,0.17,0.15
ABOADI,2028,10,MAN_MADE,0.03,0.08,0.0,0.0,0.01,0.01,0.02,0.02,0.07,0.15,0.01,0.0,0.0,0.0,0.03,0.18,0.0,0.13,0.18,0.08
BEAHU,2028,10,MAN_MADE,0.04,0.1,0.0,0.0,0.01,0.02,0.01,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.03,0.23,0.0,0.14,0.2,0.14
AGONA NKWANTA MKT,2028,10,TIDAL_WAVE,0.02,0.08,0.0,0.0,0.01,0.0,0.02,0.04,0.03,0.16,0.01,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.17,0.15
BUTRE,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.03,0.01,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.04,0.25,0.0,0.09,0.21,0.13
BUSUA JUNCTION,2028,10,MAN_MADE,0.04,0.13,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.26,0.0,0.08,0.19,0.15
ASEMASA,2028,10,TIDAL_WAVE,0.04,0.1,0.0,0.0,0.01,0.01,0.0,0.04,0.03,0.12,0.0,0.01,0.0,0.0,0.02,0.17,0.0,0.1,0.19,0.16
ADUM DOMINASE,2028,10,FLOOD,0.02,0.08,0.0,0.0,0.01,0.0,0.02,0.04,0.03,0.17,0.01,0.01,0.0,0.0,0.02,0.14,0.0,0.13,0.17,0.15
BANSO,2028,10,MAN_MADE,0.07,0.07,0.0,0.0,0.01,0.01,0.0,0.0,0.04,0.06,0.0,0.0,0.01,0.0,0.02,0.28,0.0,0.12,0.11,0.2
AYIEM,2028,10,MAN_MADE,0.04,0.1,0.0,0.0,0.01,0.02,0.01,0.0,0.02,0.09,0.0,0.0,0.0,0.0,0.03,0.21,0.0,0.14,0.2,0.13
MPOHOR,2028,10,MAN_MADE,0.11,0.04,0.0,0.01,0.02,0.03,0.0,0.0,0.07,0.06,0.0,0.0,0.01,0.0,0.06,0.22,0.01,0.08,0.09,0.19
ADA NKWANTA,2028,10,FLOOD,0.02,0.08,0.0,0.0,0.01,0.0,0.02,0.04,0.03,0.17,0.01,0.01,0.0,0.0,0.02,0.14,0.0,0.13,0.17,0.15
NEWTOWN,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.03,0.08,0.0,0.04,0.0,0.0,0.09,0.2,0.0,0.11,0.12,0.11
OLD TOWN,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.11
APEMANYIM,2028,10,TIDAL_WAVE,0.02,0.09,0.0,0.0,0.01,0.0,0.03,0.05,0.03,0.11,0.0,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.18,0.17
BEPOSO,2028,10,MAN_MADE,0.04,0.07,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.05,0.0,0.0,0.01,0.0,0.02,0.32,0.0,0.13,0.15,0.17
ABOADZE,2028,10,MAN_MADE,0.03,0.08,0.0,0.0,0.01,0.01,0.02,0.02,0.07,0.15,0.01,0.0,0.0,0.0,0.03,0.18,0.0,0.13,0.18,0.08
ABUESI,2028,10,MAN_MADE,0.03,0.08,0.0,0.0,0.01,0.01,0.02,0.02,0.03,0.16,0.01,0.0,0.0,0.0,0.03,0.19,0.0,0.14,0.19,0.08
SHAMA,2028,10,MAN_MADE,0.1,0.04,0.0,0.0,0.02,0.03,0.0,0.0,0.06,0.08,0.0,0.03,0.0,0.0,0.13,0.19,0.0,0.07,0.12,0.13
OBENKROM,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.11
AKPANDUE,2028,10,TIDAL_WAVE,0.03,0.08,0.0,0.0,0.01,0.01,0.03,0.02,0.02,0.14,0.01,0.0,0.01,0.0,0.03,0.18,0.0,0.15,0.19,0.09
NEW BANKATA,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.03,0.0,0.01,0.03,0.08,0.0,0.02,0.0,0.0,0.07,0.21,0.0,0.11,0.13,0.12
ASEMKO,2028,10,TIDAL_WAVE,0.04,0.1,0.0,0.0,0.01,0.01,0.0,0.03,0.03,0.12,0.0,0.01,0.0,0.0,0.02,0.17,0.0,0.11,0.19,0.16
AWIEBO,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.09,0.0,0.01,0.0,0.0,0.02,0.19,0.0,0.11,0.18,0.19
BOBRAMA,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.06,0.0,0.01,0.0,0.0,0.02,0.24,0.0,0.1,0.18,0.18
KIKAM,2028,10,MAN_MADE,0.08,0.06,0.0,0.01,0.02,0.02,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.05,0.25,0.0,0.11,0.16,0.12
NKROFUL,2028,10,MAN_MADE,0.14,0.04,0.0,0.0,0.02,0.02,0.0,0.0,0.07,0.06,0.0,0.01,0.01,0.0,0.08,0.19,0.01,0.1,0.1,0.15
SANZULE EWE COMMUNITY,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.11,0.18,0.0,0.06,0.1,0.14
NSUAEM . DOMPIM,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.03,0.09,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.1,0.1,0.11
"NKAMPONASE,DOMPIM",2028,10,MAN_MADE,0.12,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.03,0.08,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.11,0.11,0.11
BENSO,2028,10,MAN_MADE,0.04,0.1,0.0,0.0,0.01,0.02,0.01,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.03,0.23,0.0,0.14,0.2,0.14
DOMPIM,2028,10,MAN_MADE,0.08,0.08,0.0,0.0,0.01,0.02,0.0,0.0,0.05,0.05,0.0,0.0,0.01,0.0,0.04,0.3,0.01,0.07,0.13,0.15
ADIEWOSO,2028,10,FLOOD,0.02,0.08,0.0,0.0,0.01,0.0,0.02,0.04,0.03,0.17,0.01,0.01,0.0,0.0,0.02,0.14,0.0,0.13,0.17,0.15
RAILWAY QTR,2028,10,MAN_MADE,0.11,0.04,0.0,0.0,0.02,0.03,0.0,0.0,0.06,0.08,0.0,0.03,0.0,0.0,0.12,0.2,0.0,0.07,0.12,0.12
ESSAMAN,2028,10,MAN_MADE,0.06,0.1,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.04,0.27,0.0,0.07,0.18,0.14
NEW MANKESSIM,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.03,0.0,0.01,0.03,0.08,0.0,0.02,0.0,0.0,0.07,0.2,0.0,0.12,0.13,0.12
SIMPA,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.03,0.0,0.01,0.04,0.1,0.0,0.05,0.0,0.0,0.1,0.17,0.0,0.06,0.1,0.15
AKOON,2028,10,MAN_MADE,0.06,0.06,0.0,0.0,0.01,0.0,0.02,0.02,0.04,0.15,0.01,0.0,0.04,0.0,0.02,0.23,0.0,0.11,0.11,0.12
TARKWA,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.05,0.09,0.0,0.05,0.0,0.01,0.1,0.17,0.0,0.05,0.1,0.16
NZEMALINE,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.04,0.09,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.09,0.1,0.11
AKYEPIM,2028,10,TIDAL_WAVE,0.02,0.08,0.0,0.0,0.01,0.0,0.03,0.04,0.03,0.15,0.01,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.16,0.16
NSUOPUN,2028,10,MAN_MADE,0.13,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.03,0.09,0.0,0.04,0.0,0.0,0.1,0.19,0.0,0.1,0.1,0.11
ADANSE,2028,10,TIDAL_WAVE,0.03,0.08,0.0,0.0,0.01,0.01,0.02,0.02,0.02,0.17,0.01,0.0,0.01,0.0,0.03,0.17,0.0,0.14,0.2,0.08
YEDIYESELE,2028,10,WIND_STORM,0.15,0.05,0.0,0.0,0.03,0.02,0.0,0.01,0.05,0.1,0.0,0.05,0.0,0.01,0.07,0.15,0.0,0.06,0.09,0.16
APATAIM,2028,10,TIDAL_WAVE,0.02,0.09,0.0,0.0,0.01,0.0,0.03,0.05,0.03,0.11,0.0,0.01,0.0,0.0,0.02,0.15,0.0,0.13,0.18,0.17
TEBAKROM,2028,10,MAN_MADE,0.11,0.06,0.0,0.0,0.02,0.02,0.0,0.01,0.05,0.09,0.0,0.05,0.0,0.01,0.1,0.17,0.0,0.05,0.1,0.16
BAMIANKOR,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.07,0.0,0.01,0.0,0.0,0.02,0.22,0.0,0.11,0.18,0.18
AXIM,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.09,0.0,0.01,0.0,0.0,0.02,0.2,0.0,0.11,0.18,0.18
KEGYINA,2028,10,MAN_MADE,0.07,0.04,0.0,0.01,0.02,0.06,0.01,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.05,0.25,0.0,0.11,0.17,0.11
AYISAKRO,2028,10,MAN_MADE,0.04,0.11,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.08,0.0,0.01,0.0,0.0,0.02,0.2,0.0,0.11,0.18,0.19
