location,ACCIDENT,COLLAPSE,DROWN,EPIDEMIC,FLOOD,INDUSTRIAL FIRE,MAN MADE(BUILDING COLLAPSE),MAN_MADE,PEST_INFESTATION,RAIN_STORM,TIDAL_WAVE,WIND_STORM
DOMEAKROM,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,11.666666666666666,10.0
"DOMINASE,KYEIKROM,ASUMAUM",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,11.666666666666666,10.0
"DOMINASE,TREBOUM,AYIEM,MPOHOR,BANSO",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,11.666666666666666,10.0
DOMPIM,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,70.0,0.0,0.0,0.0,16.666666666666664
DOMPIM-PEPESA,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,10.0,10.0
DUAHOROZO,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,10.0,10.0
"DUALE,AJOMORO,SIKA NYEASEM,AVREBO,NUABESA,GWIRA-BANSO,BAMIANKOR,SENTUM",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,10.0,10.0
"DUALE,KUTUKROM,BAMIANKOR",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,10.0,10.0
DWIFE,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,10.0,10.0
EAST TANOKROM,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,1.6666666666666667,10.0,10.0
"EDELESUAZO,ANAGYE,EWUKU,EGUAFO,AGONA",5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,1.6666666666666667,10.0,10.0
EDWENASE,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,1.6666666666666667,10.0,10.0
EFFIA,5.0,0.0,0.0,10.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.0,1.6666666666666667
EFFIAKUMA ZONGO,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,68.33333333333333,0.0,1.6666666666666667,8.333333333333332,10.0
"EFUANTA,KYEKYERWERE,ESUOSO,ADEYIE,BONSA,NKRAN,ADIEWOSO,ESSAMANG",5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,68.33333333333333,0.0,1.6666666666666667,8.333333333333332,10.0
EHOAKA,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,68.33333333333333,0.0,1.6666666666666667,8.333333333333332,10.0
EHYIRESO,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,68.33333333333333,0.0,1.6666666666666667,8.333333333333332,10.0
EKEGYINA,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,68.33333333333333,0.0,0.0,8.333333333333332,11.666666666666666
EKWEI,5.0,0.0,0.0,10.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,5.0
ELLOWULE,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,68.33333333333333,0.0,0.0,8.333333333333332,11.666666666666666
ELUBO,5.0,0.0,0.0,10.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,5.0
"ELUBO,ANWIAFUTU,SOWODAZIM",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,10.0,10.0
ENCHI,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,10.0,10.0
"ENCHI,OLD YKASE,NEW YAKASE,BOINSO,OMANYEPE",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,10.0,10.0
ENOE,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,10.0,11.666666666666666
"ENYINASE,NSUAEM",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,10.0,11.666666666666666
ENZINITIANU,5.0,1.6666666666666667,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,8.333333333333332,11.666666666666666
ESHIEM,5.0,0.0,0.0,11.666666666666666,0.0,0.0,0.0,81.66666666666667,0.0,0.0,0.0,1.6666666666666667
ESIAMA,28.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.6666666666666667,0.0,0.0,30.0
ESIKAFOAMBANTEM NO1,5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,65.0,0.0,0.0,8.333333333333332,13.333333333333334
ESSAMAN,5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,65.0,0.0,0.0,8.333333333333332,13.333333333333334
ESSAMANG,5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,0.0,6.666666666666667,13.333333333333334
ESSIKADO,5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,0.0,6.666666666666667,13.333333333333334
ESSIPONG,5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,0.0,6.666666666666667,13.333333333333334
"ESSIPONG,ESSAMAM,MPINTSIN",5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,0.0,6.666666666666667,13.333333333333334
ESUMANKROM,5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,0.0,6.666666666666667,13.333333333333334
EWUSIEDJOE,5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,0.0,6.666666666666667,13.333333333333334
EWUSIEJOE,5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,0.0,6.666666666666667,13.333333333333334
EZINLINBO,5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,0.0,6.666666666666667,13.333333333333334
FANTI MINES SHAFT,5.0,1.6666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,71.66666666666667,0.0,0.0,3.3333333333333335,11.666666666666666
FAWOMANYE,5.0,5.0,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,0.0,1.6666666666666667,15.0
FIATI,5.0,5.0,0.0,6.666666666666667,0.0,0.0,0.0,66.66666666666666,0.0,0.0,1.6666666666666667,15.0
FIJAI TOWN,5.0,5.0,0.0,6.666666666666667,0.0,0.0,0.0,65.0,0.0,0.0,3.3333333333333335,15.0
FORDJOKROM,5.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,61.66666666666667,0.0,0.0,5.0,15.0
FUTA,5.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,61.66666666666667,0.0,0.0,5.0,15.0
GHANA NUNGUA,5.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,61.66666666666667,0.0,0.0,5.0,15.0
"GHANA NUNGUA, COCOA TOWN.JAWAY",5.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,61.66666666666667,0.0,0.0,5.0,15.0
GWIRA BANSO,5.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,61.66666666666667,0.0,0.0,5.0,15.0
GYABENEKROM,5.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,61.66666666666667,0.0,0.0,5.0,15.0
"GYAKROM,AFRIKROM",6.666666666666667,3.3333333333333335,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,8.333333333333332,15.0
GYAMAN,6.666666666666667,3.3333333333333335,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,8.333333333333332,15.0
"GYIMAKROM,ADADEKROM",6.666666666666667,5.0,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,6.666666666666667,15.0
GYINAKO,6.666666666666667,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
H/ASSINI,6.666666666666667,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
HALF ASSIN,6.666666666666667,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
HALF ASSINI,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,20.0
"HALF ASSINI , ADUSUAZO",6.666666666666667,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
"HALF ASSINI,JAWAY WHARF,MPEASEM,SENTE",6.666666666666667,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
HEAVEN ON EARTH,6.666666666666667,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
HIMAN,6.666666666666667,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
HOPOTO,6.666666666666667,3.3333333333333335,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,8.333333333333332,15.0
"HOSPITAL RIDGE,EDUCATION OFFICED,YIRASE,ASUOHYIAM",6.666666666666667,3.3333333333333335,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,8.333333333333332,15.0
HUJIBRE,8.333333333333332,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,6.666666666666667,15.0
"INCHABAN,ESSUMANKROM",8.333333333333332,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,6.666666666666667,15.0
"INCHABAN,SHAMA JUNCTION,BEPOSO",8.333333333333332,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,6.666666666666667,15.0
ITUMA,8.333333333333332,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,6.666666666666667,15.0
J COMPOUND,8.333333333333332,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,6.666666666666667,15.0
J/WHARF,8.333333333333332,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,6.666666666666667,15.0
JAMESBOA,8.333333333333332,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,6.666666666666667,15.0
"JAPA,ASUOJA,KROBO GYEDUA,DOMEABRA,WANTRAM",8.333333333333332,1.6666666666666667,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,6.666666666666667,15.0
JAWAY,8.333333333333332,0.0,0.0,11.666666666666666,0.0,0.0,0.0,65.0,0.0,0.0,8.333333333333332,6.666666666666667
JERUSALEM,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
"JOMRO,MANTSEMANKABI,MENTUKWA,ELEBO ZONGO,NEWTOWN,BANYIN,ELEBO CEMETRY,ELEBO GYINAKRO,ELEBO POST OFFICE",8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
JUABEN,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
JUABOSO,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
"JUKWAA,HEMAA,ASUNDA",8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
K PROPER,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
K.PROPER,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
"K9,MANSO",8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
KABIESIE,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
KABSUAZO,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
KAKUSUADO,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
KAKUSUZO,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,8.333333333333332,15.0
KANSAWORDO,10.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,8.333333333333332,6.666666666666667
KANSAWORODO,10.0,0.0,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,1.6666666666666667,6.666666666666667,15.0
KEGYINA,10.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,8.333333333333332,6.666666666666667
KEJABIL,10.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,66.66666666666666,0.0,0.0,8.333333333333332,6.666666666666667
KETAN,10.0,0.0,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,1.6666666666666667,6.666666666666667,15.0
KIKAM,10.0,0.0,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,1.6666666666666667,6.666666666666667,15.0
KOFIKROM,10.0,0.0,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,1.6666666666666667,6.666666666666667,15.0
KOJOKROM,10.0,0.0,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,1.6666666666666667,6.666666666666667,15.0
KOJOKROM ALATASEMENAFOM,10.0,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,1.6666666666666667,6.666666666666667,13.333333333333334
"KOJOKROM,WEST FIJAI,DIABENE,ADAKOPE,KWEIKUMA RIDGE",10.0,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,1.6666666666666667,6.666666666666667,13.333333333333334
KOKOMPE NO.1,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,58.333333333333336,0.0,0.0,13.333333333333334,15.0
KOMFREKU,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,58.333333333333336,0.0,0.0,13.333333333333334,15.0
KPOKORKOPE,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,56.666666666666664,0.0,0.0,15.0,15.0
KRAYAWKROM,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,56.666666666666664,0.0,0.0,15.0,15.0
KROFROM,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,16.666666666666664,15.0
KRUTOWN,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,16.666666666666664,15.0
"KUBEKOR,NTAAKROM",8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,16.666666666666664,15.0
KWABENG,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,16.666666666666664,15.0
KWAMENAKROM,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,16.666666666666664,15.0
KWASIKROM,6.666666666666667,0.0,0.0,5.0,0.0,0.0,0.0,53.333333333333336,0.0,0.0,16.666666666666664,18.333333333333332
"KWASIKRU,SOMPRE",6.666666666666667,0.0,0.0,5.0,0.0,0.0,0.0,53.333333333333336,0.0,0.0,16.666666666666664,18.333333333333332
KWEIKUMA BUS TOP,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,15.0,16.666666666666664
KWEIKUMA CAPRICE,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,15.0,16.666666666666664
KWEIKUMA RIDGE,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,15.0,16.666666666666664
KWESIMINTSIM,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,0.0,65.0,0.0,0.0,8.333333333333332,13.333333333333334
"KWESIMINTSIM,I ADU",8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,15.0,16.666666666666664
"LOW COST,IBS DOWN,MARTA,KWESI BUKRO",8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,15.0,16.666666666666664
LOWER INCHABAN,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,55.00000000000001,0.0,0.0,15.0,16.666666666666664
LOWER NEW TAKORADI,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,0.0,63.33333333333333,0.0,0.0,15.0,8.333333333333332
Location,6.666666666666667,0.0,0.0,5.0,0.0,0.0,0.0,58.333333333333336,0.0,0.0,15.0,15.0
MANSO,13.333333333333334,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,31.666666666666664,0.0,0.0,8.333333333333332,45.0
MANSO AMENFI,8.333333333333332,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,58.333333333333336,0.0,0.0,15.0,15.0
"MANSO,BANSO,EDAA,DOMINASE",8.333333333333332,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,58.333333333333336,0.0,0.0,15.0,15.0
MANTEMANKABI,8.333333333333332,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,58.333333333333336,0.0,0.0,15.0,15.0
MANTUKWA,8.333333333333332,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,60.0,0.0,0.0,15.0,15.0
MARKET,6.666666666666667,0.0,0.0,5.0,0.0,0.0,0.0,71.66666666666667,0.0,0.0,10.0,6.666666666666667
MBEM,10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,15.0,16.666666666666664
MBOFRADWEN,10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,15.0,16.666666666666664
MEMPEASEM,10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,15.0,16.666666666666664
MENZEZOR,10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,15.0,16.666666666666664
METIKA,10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,15.0,16.666666666666664
MISIBA,10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,15.0,16.666666666666664
"MPATABA,NEW NZULEZO",10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,15.0,16.666666666666664
MPATASE,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,11.666666666666666,16.666666666666664
MPAYINASA,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,0.0,13.333333333333334,16.666666666666664
MPEASEM,6.666666666666667,0.0,0.0,5.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,15.0,6.666666666666667
MPINTSIN,8.333333333333332,0.0,0.0,5.0,0.0,0.0,0.0,68.33333333333333,0.0,0.0,11.666666666666666,6.666666666666667
MPOHOR,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,28.333333333333332,23.333333333333332,0.0,8.333333333333332,33.33333333333333
"MPOHOYABEW,OBRAYEBONA,TREBUO",11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,11.666666666666666,16.666666666666664
MUMUNI,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,11.666666666666666,18.333333333333332
MUNICIPALITY,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,11.666666666666666,18.333333333333332
NDABULA,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,11.666666666666666,18.333333333333332
NEW BAKANTA,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,53.333333333333336,0.0,1.6666666666666667,11.666666666666666,18.333333333333332
NEW BANKATA,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,11.666666666666666,16.666666666666664
NEW BENSO,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,11.666666666666666,16.666666666666664
NEW DABOASE JUNCTION,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,11.666666666666666,16.666666666666664
NEW EDOBO,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,11.666666666666666,16.666666666666664
"NEW EDOBO,OLD EDOBO,HALF ASSINI,BENYIN",11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,11.666666666666666,16.666666666666664
NEW GYASIKROM,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,11.666666666666666,16.666666666666664
NEW JERUSALEM,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,11.666666666666666,16.666666666666664
NEW MANKESSIM,13.333333333333334,0.0,0.0,1.6666666666666667,3.3333333333333335,0.0,0.0,56.666666666666664,0.0,1.6666666666666667,6.666666666666667,16.666666666666664
"NEW NZULEZO,MPATADO",15.0,0.0,0.0,1.6666666666666667,3.3333333333333335,0.0,0.0,51.66666666666667,0.0,1.6666666666666667,6.666666666666667,20.0
NEW TAKORADI,15.0,0.0,0.0,1.6666666666666667,3.3333333333333335,0.0,0.0,51.66666666666667,0.0,1.6666666666666667,6.666666666666667,20.0
NEW TOWN,10.0,0.0,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,13.333333333333334,10.0
NEW YAKASI,15.0,0.0,0.0,1.6666666666666667,3.3333333333333335,0.0,0.0,51.66666666666667,0.0,1.6666666666666667,6.666666666666667,20.0
NEWSITE,10.0,0.0,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,13.333333333333334,10.0
NEWSITE F-COMPOUND,15.0,0.0,0.0,1.6666666666666667,3.3333333333333335,0.0,0.0,51.66666666666667,0.0,1.6666666666666667,6.666666666666667,20.0
NEWTOWN,13.333333333333334,0.0,0.0,1.6666666666666667,3.3333333333333335,0.0,0.0,55.00000000000001,0.0,3.3333333333333335,6.666666666666667,16.666666666666664
NFANTE LANE,13.333333333333334,0.0,0.0,1.6666666666666667,3.3333333333333335,0.0,0.0,55.00000000000001,0.0,3.3333333333333335,6.666666666666667,16.666666666666664
NGIRESIA,13.333333333333334,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,56.666666666666664,0.0,3.3333333333333335,6.666666666666667,16.666666666666664
NKAKAA,11.666666666666666,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,60.0,0.0,3.3333333333333335,6.666666666666667,15.0
NKAKEM,10.0,0.0,0.0,5.0,0.0,0.0,0.0,63.33333333333333,0.0,0.0,13.333333333333334,8.333333333333332
"NKAMPONASE,DOMPIM",10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,60.0,0.0,3.3333333333333335,6.666666666666667,16.666666666666664
NKETIESO,10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,60.0,0.0,3.3333333333333335,6.666666666666667,16.666666666666664
NKETSIAKROM,10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,60.0,0.0,3.3333333333333335,6.666666666666667,16.666666666666664
NKROFUL,6.666666666666667,0.0,0.0,5.0,0.0,0.0,0.0,56.666666666666664,0.0,0.0,15.0,16.666666666666664
NKROFUL NKWANTA,10.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,0.0,60.0,0.0,3.3333333333333335,6.666666666666667,16.666666666666664
"NKROFUL,DIABENE,KANSAWORODO",8.333333333333332,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,60.0,0.0,1.6666666666666667,6.666666666666667,18.333333333333332
NO.2 J2 COMPOUND,8.333333333333332,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,60.0,0.0,1.6666666666666667,6.666666666666667,18.333333333333332
NSEIN,10.0,0.0,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,13.333333333333334,10.0
NSUAEM,8.333333333333332,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,6.666666666666667,23.333333333333332
NSUAEM . DOMPIM,8.333333333333332,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,1.6666666666666667,6.666666666666667,23.333333333333332
NSUANO,8.333333333333332,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,56.666666666666664,0.0,1.6666666666666667,6.666666666666667,21.666666666666668
NSUOPUN,8.333333333333332,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,56.666666666666664,0.0,1.6666666666666667,6.666666666666667,21.666666666666668
"NTAKOFUL,KANSAWORDO,DIBENE",10.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,56.666666666666664,0.0,0.0,8.333333333333332,20.0
NTAMAKROM,10.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,0.0,8.333333333333332,21.666666666666668
NVELLENU,10.0,0.0,0.0,5.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,13.333333333333334,10.0
NYAKAMAM,10.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,0.0,8.333333333333332,21.666666666666668
NYAME NNAE,10.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,0.0,8.333333333333332,21.666666666666668
NYANSO,8.333333333333332,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,55.00000000000001,0.0,0.0,8.333333333333332,23.333333333333332
NZEMALINE,8.333333333333332,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,66.66666666666666,0.0,0.0,13.333333333333334,8.333333333333332
OBENKROM,10.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,61.66666666666667,0.0,0.0,8.333333333333332,15.0
OBOKROM,10.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,58.333333333333336,0.0,0.0,8.333333333333332,18.333333333333332
OBRAYEBONA,10.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,58.333333333333336,0.0,0.0,8.333333333333332,18.333333333333332
ODAA AHENKRO,10.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,58.333333333333336,0.0,0.0,8.333333333333332,18.333333333333332
OHIAMAWEN,10.0,0.0,0.0,3.3333333333333335,1.6666666666666667,0.0,0.0,56.666666666666664,0.0,0.0,11.666666666666666,16.666666666666664
