location,ACCIDENT,COLLAPSE,DROWN,EPIDEMIC,FLOOD,INDUSTRIAL FIRE,MAN MADE(BUILDING COLLAPSE),MAN_MADE,PEST_INFESTATION,RAIN_STORM,TIDAL_WAVE,WIND_STORM
"AVREBO,GWIRA BANSO,NUABESA",5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,13.333333333333334,13.333333333333334
AWIEBO,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,13.333333333333334,13.333333333333334
AWORABO,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,13.333333333333334,13.333333333333334
AXIM,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,13.333333333333334,13.333333333333334
AYIEM,5.0,0.0,0.0,10.0,0.0,0.0,0.0,70.0,0.0,0.0,6.666666666666667,8.333333333333332
AYINASI,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
AYISAKRO,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
AYISAKROM,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
AZULELOANU,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
AZULETI,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
BADUKROM,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
BAKAEKYIR,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
BAKAKYIRE,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
BAKODO,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
BAMIAKOR,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
BAMIANKOR,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
BANKYEASE,5.0,0.0,0.0,10.0,0.0,0.0,0.0,75.0,0.0,0.0,1.6666666666666667,8.333333333333332
BANKYIM,5.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,56.666666666666664,0.0,5.0,15.0,11.666666666666666
BANSO,13.333333333333334,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,46.666666666666664,0.0,0.0,0.0,38.333333333333336
BASAKE,5.0,0.0,0.0,10.0,0.0,0.0,0.0,55.00000000000001,0.0,3.3333333333333335,15.0,11.666666666666666
BAWIA,5.0,0.0,0.0,10.0,0.0,0.0,0.0,55.00000000000001,0.0,3.3333333333333335,15.0,11.666666666666666
BEAHU,5.0,0.0,0.0,11.666666666666666,0.0,0.0,0.0,80.0,0.0,0.0,0.0,3.3333333333333335
BEKWAI,5.0,0.0,0.0,10.0,0.0,0.0,0.0,58.333333333333336,0.0,1.6666666666666667,15.0,10.0
BENSO,5.0,0.0,0.0,10.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.0,1.6666666666666667
BENSO ATAKROM,5.0,0.0,0.0,10.0,0.0,0.0,0.0,58.333333333333336,0.0,1.6666666666666667,15.0,10.0
BENSO-NEWSITE,5.0,0.0,0.0,10.0,0.0,0.0,0.0,58.333333333333336,0.0,1.6666666666666667,15.0,10.0
BENSO-NINGO,5.0,0.0,0.0,10.0,0.0,0.0,0.0,58.333333333333336,0.0,1.6666666666666667,15.0,10.0
BEPOH,5.0,0.0,0.0,10.0,0.0,0.0,0.0,56.666666666666664,0.0,1.6666666666666667,15.0,11.666666666666666
BEPOSO,5.0,0.0,0.0,10.0,0.0,0.0,0.0,76.66666666666667,0.0,0.0,0.0,8.333333333333332
BEPPO,5.0,0.0,0.0,10.0,0.0,0.0,0.0,58.333333333333336,0.0,3.3333333333333335,11.666666666666666,11.666666666666666
BEYIN,5.0,0.0,0.0,10.0,0.0,0.0,0.0,56.666666666666664,0.0,3.3333333333333335,13.333333333333334,11.666666666666666
"BEYIN,ELLOYIN,GHANA NUGUA,ALOMATOUPE,JAWAY WHARF,ELUBO,HALF ASSINI,ATWEBANSO,EDOBO,NEW TOWN WHARF",5.0,0.0,0.0,10.0,0.0,0.0,0.0,56.666666666666664,0.0,3.3333333333333335,13.333333333333334,11.666666666666666
BISSASO,5.0,0.0,0.0,10.0,0.0,0.0,0.0,56.666666666666664,0.0,3.3333333333333335,13.333333333333334,11.666666666666666
"BLOCKSO,ASANKRANGWA",5.0,0.0,0.0,10.0,0.0,0.0,0.0,56.666666666666664,0.0,3.3333333333333335,13.333333333333334,11.666666666666666
BOBRAMA,5.0,0.0,0.0,10.0,0.0,0.0,0.0,56.666666666666664,0.0,3.3333333333333335,13.333333333333334,11.666666666666666
BOGOSO,5.0,0.0,0.0,10.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.0,1.6666666666666667
BOINSO,5.0,0.0,0.0,10.0,0.0,0.0,0.0,61.66666666666667,0.0,1.6666666666666667,11.666666666666666,10.0
BOINZAIN,5.0,0.0,0.0,10.0,0.0,0.0,0.0,61.66666666666667,0.0,1.6666666666666667,11.666666666666666,10.0
BOKAZO,5.0,0.0,0.0,10.0,0.0,0.0,0.0,61.66666666666667,0.0,1.6666666666666667,11.666666666666666,10.0
BOKOKROM,5.0,0.0,0.0,10.0,0.0,0.0,0.0,61.66666666666667,0.0,1.6666666666666667,11.666666666666666,10.0
BOKRO,5.0,0.0,0.0,10.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,13.333333333333334,10.0
BOMOKROM,5.0,0.0,0.0,10.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,13.333333333333334,10.0
BONDAYE,5.0,0.0,0.0,10.0,0.0,0.0,0.0,61.66666666666667,0.0,0.0,13.333333333333334,10.0
BONSA,5.0,0.0,0.0,10.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.0,1.6666666666666667
BONSAWIRE,5.0,0.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,15.0,10.0
BONWIRE JUNCTION,5.0,0.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,15.0,10.0
BONYERE,5.0,0.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,15.0,10.0
BONYERE BANKYIN,5.0,0.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,15.0,10.0
BOPA,5.0,0.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,15.0,10.0
BRAHABEBOME,5.0,0.0,0.0,10.0,0.0,0.0,0.0,71.66666666666667,0.0,0.0,0.0,13.333333333333334
BREMAN,5.0,0.0,0.0,10.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.0,1.6666666666666667
BRENUAKYIM,5.0,0.0,0.0,10.0,0.0,0.0,0.0,78.33333333333333,0.0,0.0,3.3333333333333335,3.3333333333333335
BU JUNCTION,5.0,0.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,15.0,10.0
BUNG,5.0,0.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,15.0,10.0
BUSUA JUNCTION,5.0,0.0,0.0,10.0,0.0,0.0,0.0,60.0,0.0,0.0,15.0,10.0
BUTRE,5.0,0.0,0.0,10.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.0,1.6666666666666667
CANAAN,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,58.333333333333336,0.0,0.0,15.0,13.333333333333334
"CANAAN,SAMREBOI",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,58.333333333333336,0.0,0.0,15.0,13.333333333333334
CINDYS COTTAGE HOUSING AREA,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,60.0,0.0,0.0,13.333333333333334,13.333333333333334
COCOA TOWN,5.0,0.0,0.0,10.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.0,1.6666666666666667
CYANIDE,5.0,0.0,0.0,10.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.0,1.6666666666666667
DABOASE,5.0,0.0,0.0,10.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.0,1.6666666666666667
"DABOASE,SEKYERE ABOADZERAM",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,11.666666666666666,10.0
DAMANG,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,11.666666666666666,10.0
"DAMANG,DUMASI",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,11.666666666666666,10.0
"DAMOAKROM,WASSA AKROPONG",5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,11.666666666666666,10.0
DAMTI,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,11.666666666666666,10.0
DEGEDE,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,65.0,0.0,0.0,11.666666666666666,10.0
DIXCOVE,5.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,70.0,0.0,0.0,0.0,16.666666666666664
