Date,disaster_type,Incident_Count,Location,Severity_Index
26/03/2022,WINDSTORM,1,BANSO,1
15/5/2022,FLOOD,1,MPOHOR,1
14/7/2022,WINDSTORM,1,BANSO,1
28/7/2022,WINDSTORM,1,MANSO,1
2022-04-08 00:00:00,WINDSTORM,1,ADANSE,1
25/01/2022,DOMESTIC FIRE,1,ABUESI-BAKAEKYIR,1
26/01/2022,DOMESTIC FIRE,1,ABUESI COMPOUND,1
21/03/2022,ROAD ACCIDENT,1,ASEAMASA,1
18/6/2022,FLOOD,1,"INCHABAN,SHAMA JUNCTION,BEPOSO",1
2022-12-08 00:00:00,DOMESTIC FIRE,1,NEW JERUSALEM,1
28/8/2022,COMMERCIAL FIRE,1,ABEASE,1
2022-03-03 00:00:00,COMMERCIAL FIRE,1,AIYINASI,1
2022-06-03 00:00:00,DOMESTIC FIRE,1,AIYINASI,1
2022-05-04 00:00:00,DOMESTIC FIRE,1,ANWIA,1
2022-08-04 00:00:00,RAINSTORM,1,"ASEMKO,KRISAN,NKROFUL,DADWEN,ASOMASE,BASEKE,SANTASO,BONSUKROM,ASANTA",1
20/4/2022,DOMESTIC FIRE,1,EKWEI,1
22/4/2022,DOMESTIC FIRE,1,EKWEI,1
18/5/2022,DOMESTIC FIRE,1,ESIAMA,1
2022-04-06 00:00:00,RAINSTORM,1,TANDAN,1
18/6/2022,FLOOD,1,AKROPONG,1
19/6/2022,FLOOD,1,ADUBRIM,1
27/8/2022,DOMESTIC FIRE,1,ESIAMA,1
27/8/2022,DOMESTIC FIRE,1,NKROFUL,1
20/9/2022,DOMESTIC FIRE,1,NKROFUL,1
2022-07-01 00:00:00,DOMESTIC FIRE,1,TARKWA NA ABOSO,1
28/3/2022,WINDSTORM,1,DOMPIM,1
2022-05-06 00:00:00,MAN-MADE,1,TARKWA BANSO,1
2022-06-05 00:00:00,DOMESTIC FIRE,1,AKOON,1
2022-06-06 00:00:00,DOMESTIC FIRE,1,DOMPIM,1
21/6/2022,LANDSLIDE,1,TEBEREBE JUNCTION,1
2022-08-08 00:00:00,MAN MADE,1,BONSA,1
12/10/2022`,DOMESTIC FIRE,1,Benso-Ningo,1
2022-10-27 00:00:00,DOMESTIC FIRE,1,Benso-Newsite,1
2022-11-02 00:00:00,DOMESTIC FIRE,1,Brahabebome,1
2022-11-20 00:00:00,DOMESTIC FIRE,1,Nzemaline,1
2022-06-01 00:00:00,DOMESTIC FIRE,1,BONDAYE,1
17/01/2022,DOMESTIC FIRE,1,SANKOFA,1
19/01/2022,RAINSTORM,1,ABOSO,1
30/01/2022,DOMESTIC FIRE,1,ATITSO,1
20/01/2022,GAS EXPLOSION,1,APPEATSE,1
30/01/2022,DOMESTIC FIRE,1,KRUTOWN,1
2022-04-08 00:00:00,RAINSTORM,1,APPIATSE,1
2022-05-02 00:00:00,DOMESTIC FIRE,1,DAMANG,1
2022-05-02 00:00:00,MAN MADE,1,APPIATSE,1
2022-06-25 00:00:00,DOMESTIC FIRE,1,ADJEIKROM,1
2023-07-10 00:00:00,DOMESTIC FIRE,1,BOGOSO,1
16/10/2023,MAN MADE,1,FANTI MINES SHAFT,1
19/11/2022,MAN MADE,1,BOGOSO,1
19/02/2022,WINDSTORM,1,WASSA MOSEASO,1
19/02/2022,RAINSTORM,1,"WASSA AKODAAKROM,AKROPONG, DAWURAMPONG,ADONNOE",1
19/02/2022,DOMESTIC FIRE,1,WASSA AFRANSIE,1
13/6/2022,FLOOD,1,WASSA ANKYIASE,1
14/6/2022,FLOOD,1,WASSA BAWDIE,1
15/6/2022,FLOOD,1,WASSA ASUNDUA,1
16/6/2022,RAINSTORM,1,OPPONG VALLEY,1
20/6/2022,WINDSTORM,1,WASSA MAMEISO,1
15/8/2022,COMMERCIAL FIRE,1,PRESTEA NKWANTA,1
28/9/2022,FLOOD,1,"SALAMI,EDUCATION,HOSPITAL RIDGE,DWENASE",1
29/9/2022,FLOOD,1,"LOW COST,IBS DOWN,MARTA,KWESI BUKRO",1
24/01/2022,DOMESTIC FIRE,1,"DABOASE,SEKYERE ABOADZERAM",1
15/02/2022,WINDSTORM,1,EDWENASE,1
2022-02-03 00:00:00,WINDSTORM,1,TORSEN,1
15/03/2022,WINDSTORM,1,DABOASE,1
2022-06-08 00:00:00,WINDSTORM,1,SEKYERE ABOROADZEMU,1
2022-06-13 00:00:00,WINDSTORM,1,ATEIKU,1
2022-06-18 00:00:00,WINDSTORM,1,"ATEIKU,AKUTUASE",1
2022-05-10 00:00:00,DROWNING,1,SKYEREHIMAN,1
16/01/2022,BIRD FLU,1,AIRPORT RIDGE,1
17/01/2022,DOMESTIC FIRE,1,ANAJI,1
2022-01-01 00:00:00,DOMESTIC FIRE,1,TTI,1
2022-06-05 00:00:00,WINDSTORM,1,EAST TANOKROM,1
13/5/2022,DOMESTIC FIRE,1,BANKYEASE,1
2022-06-16 00:00:00,COMMERCIAL FIRE,1,ABENBOBOM,1
2022-06-15 00:00:00,FLOOD,1,MUNICIPALITY,1
2022-06-18 00:00:00,COMMERCIAL FIRE,1,EFFIAKUMA ZONGO,1
2022-06-23 00:00:00,DOMESTIC FIRE,1,K.PROPER,1
25/7/2022,DOMESTIC FIRE,1,J COMPOUND,1
26/8/2022,DOMESTIC FIRE,1,NO.2 J2  COMPOUND,1
2022-12-09 00:00:00,DOMESTIC FIRE,1,K PROPER,1
8+A197+B195+B195:Y196,COMMERCIAL FIRE,1,QUEEN OF PEACE,1
17/10/2022, DOMESTIC FIRE,1,APOLLO SANKOBA,1
2022-03-11 00:00:00,DOMESTIC FIRE,1,HEAVEN ON EARTH,1
26/01/2022,DOMESTIC FIRE,1,ABOI,1
2022-05-20 00:00:00,RAINSTORM,1,TANOKROM,1
2022-05-20 00:00:00,MAN MADE,1,MBOFRADWEN,1
2022-05-23 00:00:00,FLOOD,1,"CANAAN,SAMREBOI",1
2022-06-02 00:00:00,DOMESTIC FIRE,1,DOMEAKROM,1
2022-06-24 00:00:00,FLOOD,1,FORDJOKROM,1
2022-06-29 00:00:00,DROWNING,1,PONTOSO,1
2022-06-04 00:00:00,RAINSTORM,1,AGYEZA,1
13/4/2022,DOMESTIC FIRE,1,ALLOWULE,1
23/4/2022,DOMESTIC FIRE,1,H/ASSINI,1
2022-06-23 00:00:00,RAINSTORM,1,"NEW NZULEZO,MPATADO",1
2022-06-25 00:00:00,FLOOD,1,"BEYIN,ELLOYIN,GHANA NUGUA,ALOMATOUPE,JAWAY WHARF,ELUBO,HALF ASSINI,ATWEBANSO,EDOBO,NEW TOWN WHARF",1
2022-09-07 00:00:00,FLOOD,1,"ELUBO,ANWIAFUTU,SOWODAZIM",1
18/7/2022,DOMESTIC FIRE,1,"HALF ASSINI,JAWAY WHARF,MPEASEM,SENTE",1
26/8/2022,MAN MADE,1,MPEASEM,1
2022-10-09 00:00:00,MAN MADE,1,SENTE,1
2022-02-12 00:00:00,DOMESTIC FIRE,1,BONYERE BANKYIN,1
2022-10-12 00:00:00,DOMESTIC FIRE,1,SOWUDADZIM,1
13/12/2022,DOMESTIC FIRE,1,BAWIA,1
15/12/2022,DOMESTIC FIRE,1,NVELLENU,1
16/12/2022,DOMESTIC FIRE,1,MBEM,1
18/12/2022,RAINSTORM,1,"MPATABA,NEW NZULEZO",1
2022-05-03 00:00:00,DOMESTIC FIRE,1,AKANGO,1
2022-05-18 00:00:00,FLOOD,1,AKOSONU,1
2022-05-21 00:00:00,FLOOD,1,BOMOKROM,1
2022-06-22 00:00:00,FLOOD,1,"AKANGO,AKOSONU,BOMOKROM,AWOLEZO,BANKYIM,BOKRO,AJOMORO,AYISAKRO",1
15/7/2022,FLOOD,1,AVREBO,1
16/7/2022,FLOOD,1,AHUNYAME,1
2022-04-01 00:00:00,COMERCIAL FIRE,1,TAKORADI MARKET,1
2022-05-01 00:00:00,DOMESTIC FIRE,1,KWEIKUMA RIDGE,1
2022-05-09 00:00:00,COMERCIAL FIRE,1,KWEIKUMA BUS TOP,1
2022-05-09 00:00:00,RAINSTORM,1,KANSAWORODO,1
2022-06-15 00:00:00,MAN MADE,1,"KOJOKROM,WEST FIJAI,DIABENE,ADAKOPE,KWEIKUMA RIDGE",1
2022-06-15 00:00:00,LANDSLIDE,1,"WEST FIJAI,KOJOKROM,ENOE",1
2022-03-07 00:00:00,DOMESTIC FIRE,1,LOWER NEW TAKORADI,1
25/7/2022,DOMESTIC FIRE,1,ADAKOPE,1
15/9/222,DOMESTIC FIRE,1,KOKOMPE NO.1,1
2022-12-10 00:00:00,COMMERCIAL FIRE,1,ESIKAFOAMBANTEM NO1,1
24/10/2022,DOMESTIC FIRE,1,SEK. RAILWAYS SLUMS,1
2022-03-12 00:00:00,MAN-MADE,1,SEK. RAILWAYS SLUMS,1
21/12/2023,MAN-MADE,1,ESSIKADO,1
2023-05-01 00:00:00,DOMESTIC FIRE,1,MPOHOR,1
2023-08-02 00:00:00,WINDSTORM,1,BANSO,1
17/03/2023,WINDSTORM,1,"MANSO,BANSO,EDAA,DOMINASE",1
2023-10-06 00:00:00,Rainstorm,1,Manso,1
21/6/2023,Flood,1,"Dominase,Treboum,Ayiem,Mpohor,Banso",1
27/1/2023,RAINSTORM,1,BEPOSO,1
2023-05-02 00:00:00,RAINSTORM,1,"INCHABAN,ESSUMANKROM",1
25/3/2023,DOMESTIC FIRE,1,ABOADZE,1
28/3/2023,DOMESTIC FIRE,1,SHAMA,1
21/04/2023,Domestic fire,1,Anlo Beach,1
25/06/2023,Flood ,1,Supomu-dunkwa,1
2023-09-09 00:00:00,CHEEMICAL EXPLOSION,1,"ANTO,ABOSO,DUNKWA,OHIAMADWEN,OLD DABOASE JUNCTION,ASSORKO,KWAABENANOKROM,NEW DABOASE JUNCTION",1
20/9/2023,TIDAL WAVE,1,ANLO BEACH,1
16/10/2023,MAN MADE(building collapse),1,SHAMA JUNCTION,1
18/12/2023,DOMESTIC FIRE,1,BEPOSO,1
2023-05-02 00:00:00,DOMESTIC FIRE,1,Sanzule Ewe Comm.,1
2023-05-02 00:00:00,WINDSTORM,1,Sanzule Ewe Comm.,1
2023-06-02 00:00:00,DOMESTIC FIRE,1,AKOTO,1
2023-10-02 00:00:00,DOMESTIC FIRE,1,Azuleloanu,1
14/1/2023,ROAD ACCIDENT,1,New Bakanta ,1
25/2/2023,ROAD ACCIDENT,1,ESIAMA,1
2023-10-03 00:00:00,ROAD ACCIDENT,1,ESIAMA,1
2023-03-02 00:00:00,DOMESTIC FIRE,1,AKYEMPIM,1
2023-04-02 00:00:00,WINDSTORM,1,BADUKROM,1
2023-08-02 00:00:00,DOMESTIC FIRE,1,CYANIDE,1
28/03/2023,INDUSTRIAL FIRE,1,AKYEMPIM,1
23-30/7/2023,RAINSTORM,1,"EFUANTA,KYEKYERWERE,ESUOSO,ADEYIE,BONSA,NKRAN,ADIEWOSO,ESSAMANG",1
13/9/2023,GALAMSEY PIT COLLAPSE,1,BONSA,1
23/9/2023,GALAMSEY PIT COLLAPSE,1,BONSAWIRE,1
27/11/2023,domestic fire,1,"enyinase,nsuaem",1
2023-06-12 00:00:00,drown,1,teberebie,1
2023-04-05 00:00:00,Flood,1,"Wassa Akropong,Abrokyire Krobo,Afransie",1
18/7/2023,Flood,1,"Jukwaa,Hemaa,Asunda",1
2023-06-08 00:00:00,FLOOD,1,"WASSA ASIKUMA,WASSA ADANSE,GYEDUA,BAWDIE",1
26/11/23,rainstorm,1,"damoakrom,wassa akropong",1
2023-08-02 00:00:00,RAINSTORM,1,SOFO ZONGO,1
15/4/2023,Domestic fire,1,Kwesimintsim,1
20/6/2023,Flood,1,Whindo,1
21/6/2023,Flood,1,Adientem,1
22/6/2023,Flood,1,Race Course,1
23/6/2023,Flood,1,"Kwesimintsim,I Adu",1
24/6/2023,Flood,1,Effia,1
25/6/2023,Flood,1,Anaji,1
2023-05-02 00:00:00,RAINSTORM,1,NFANTE LANE,1
2023-09-03 00:00:00,COMMERCIAL FIRE,1,WASSA DUNKWA,1
2023-09-03 00:00:00,RAINSTORM,1,BISSASO,1
21-24/6/2023,Flood,2,"Asakrangua,Samreaboi,kokoase",1
2023-06-03 00:00:00,RAINSTORM,1,"GHANA NUNGUA, COCOA TOWN.JAWAY",1
2023-07-03 00:00:00,DOMESTIC FIRE,1,HALF ASSINI,1
2023-10-06 00:00:00,Flood,1,ANLOMATUOPE,1
26/10/2023,DOMESTIC FIRE,1,NVELLENU,1
22/12/2023,DOMESTIC FIRE,1,HALF ASSINI,1
15/2/2023,DOMESTIC FIRE,1,REGIMANUEL ESTATE,1
2023-03-01 00:00:00,DOMESTIC FIRE,1,LOWER NEW TAKORADI,1
2023-02-02 00:00:00,DOMESTIC FIRE,1,SEKONDI,1
2023-04-04 00:00:00,Domestic fire,1,Kojokrom Alatasemenafom,1
2023-07-04 00:00:00,Man made (Building collapse),1,Takoradi Amanful,1
2023-06-05 00:00:00,Domestic Fire,1,Fijai Town,1
23/05/2023,Domestic Fire,1,Takoradi  zenith area,1
30/05/2023,Domestic Fire,1,Kweikuma Caprice,1
10-21-24/24/06/203,flood,3,Takoradi Adakope ,1
24/06/2023,flood,1,Bakaekyir,1
23/06/2023,Landslide,1,Obokrom,1
2023-04-07 00:00:00,DOMESTIC FIRE,1,TAKORADI MANKWADZI ROAD,1
2023-12-07 00:00:00,FLOOD,1,"NKROFUL,DIABENE,KANSAWORODO",1
2023-12-07 00:00:00,BUILDING COLLAPSE,1,BU JUNCTION,1
2023-11-11 00:00:00,MAN MADE(DROWNING),1,MPINTSIN,1
29/10/2023,MAN MADE(building collapse),1,NKETSIAKROM,1
2023-03-03 00:00:00,DOMESTIC FIRE,1,KAKUSUADO,1
2023-11-03 00:00:00,DOMESTIC FIRE,1,NSEIN,1
2023-11-03 00:00:00,DOMESTIC FIRE,1,AKYINIM,1
14/03/2023,RAINSTORM,1,ASSUAWUAH,1
14/03/2023,RAINSTORM,1,BAMIAKOR,1
